codigo,asignatura,creditos,prerrequisitos,tipo,estado,nota,veces llevado,area,ciclo
EMPR0905,"Sistemas de Control de Gestión",3,"EMPR0804","Obligatorio","Pendiente",0,0,"Ingeniería","Ciclo 9"
EMPR0906,"Electivo de Especialidad 2",3,"Ninguno","Electivo","Pendiente",0,0,"Ingeniería","Ciclo 9"
EMPR0907,"Ética Profesional",2,"Ninguno","Obligatorio","Pendiente",0,0,"Ingeniería","Ciclo 9"

EMPR1001,"Proyecto Final de Ingeniería Empresarial",4,"EMPR0803","Obligatorio","Pendiente",0,0,"Ingeniería","Ciclo 10"
EMPR1002,"Taller de Investigación 2",4,"EMPR0902","Obligatorio","Pendiente",0,0,"Ingeniería","Ciclo 10"
EMPR1003,"E-Business y Transformación Digital",3,"EMPR0802","Obligatorio","Pendiente",0,0,"Ingeniería","Ciclo 10"
EMPR1004,"Auditoría de Sistemas y Procesos",3,"EMPR0505","Obligatorio","Pendiente",0,0,"Ingeniería","Ciclo 10"
EMPR1005,"Gestión de Riesgos Empresariales",3,"EMPR0806","Obligatorio","Pendiente",0,0,"Ingeniería","Ciclo 10"
EMPR1006,"Electivo de Especialidad 3",3,"Ninguno","Electivo","Pendiente",0,0,"Ingeniería","Ciclo 10"
