```csv id="civil2025"
codigo,asignatura,creditos,prerrequisitos,tipo,estado,nota,veces llevado,area,ciclo
CIVI0905,"Hidráulica de Canales",4,"CIVI0703","Obligatorio","Pendiente",0,0,"Ingeniería","Ciclo 9"
CIVI0906,"Pavimentos",3,"CIVI0805","Obligatorio","Pendiente",0,0,"Ingeniería","Ciclo 9"

CIVI1001,"Electivo 2 de Especialidad o Interdisciplinario",3,"Ninguno","Electivo","Pendiente",0,0,"Ingeniería","Ciclo 10"
CIVI1002,"Electivo 3 de Especialidad o Interdisciplinario",3,"Ninguno","Electivo","Pendiente",0,0,"Ingeniería","Ciclo 10"
CIVI1003,"Abastecimiento de Agua y Alcantarillado",3,"CIVI0905","Obligatorio","Pendiente",0,0,"Ingeniería","Ciclo 10"
CIVI1004,"Proyecto Final de Diseño en Ingeniería Civil",4,"CIVI0903","Obligatorio","Pendiente",0,0,"Ingeniería","Ciclo 10"
CIVI1005,"Taller de Investigación 2 en Ingeniería Civil",4,"CIVI0902","Obligatorio","Pendiente",0,0,"Ingeniería","Ciclo 10"
CIVI1006,"Diseño de Obras Hidráulicas",4,"CIVI0905","Obligatorio","Pendiente",0,0,"Ingeniería","Ciclo 10"
```
