codigo,asignatura,creditos,prerrequisitos,tipo,estado,nota,veces llevado,area,ciclo
AMB050,"Política y Legislación Ambiental",3,"Ninguno","Obligatorio","Pendiente",0,0,"Ingeniería","Ciclo 8"
AMB051,"Tratamiento de Aguas Residuales",4,"AMB035","Obligatorio","Pendiente",0,0,"Ingeniería","Ciclo 8"

AMB052,"Diseño de Plantas de Tratamiento",4,"AMB051","Obligatorio","Pendiente",0,0,"Ingeniería","Ciclo 9"
AMB053,"Energías Renovables y Cambio Climático",3,"AMB030","Obligatorio","Pendiente",0,0,"Ingeniería","Ciclo 9"
AMB054,"Modelación y Simulación Ambiental",4,"AMB037","Obligatorio","Pendiente",0,0,"Ingeniería","Ciclo 9"
AMB055,"Taller de Investigación 1 en Ingeniería Ambiental",4,"AMB033","Obligatorio","Pendiente",0,0,"Ingeniería","Ciclo 9"
AMB056,"Evaluación de Impacto Ambiental",3,"AMB050","Obligatorio","Pendiente",0,0,"Ingeniería","Ciclo 9"
AMB057,"Electivo Interdisciplinario 1 / Electivo de Especialidad",2,"Ninguno","Electivo","Pendiente",0,0,"Ingeniería","Ciclo 9"

AMB058,"Diseño Sostenible en Ingeniería Ambiental",4,"AMB052","Obligatorio","Pendiente",0,0,"Ingeniería","Ciclo 10"
AMB059,"Taller de Investigación 2 en Ingeniería Ambiental",4,"AMB055","Obligatorio","Pendiente",0,0,"Ingeniería","Ciclo 10"
AMB060,"Sistemas Integrados de Gestión y Auditoría Ambiental",3,"AMB056","Obligatorio","Pendiente",0,0,"Ingeniería","Ciclo 10"
AMB061,"Recursos Naturales y Biodiversidad",3,"AMB041","Obligatorio","Pendiente",0,0,"Ingeniería","Ciclo 10"
AMB062,"Electivo Interdisciplinario 2 / Electivo de Especialidad",2,"AMB057","Electivo","Pendiente",0,0,"Ingeniería","Ciclo 10"
