codigo,asignatura,creditos,prerrequisitos,tipo,estado,nota,veces llevado,area,ciclo
MED032,Patología y Mecanismos de la Enfermedad,8,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 06
MED033,English Course 4,3,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 07
MED034,Electivo General 5,1,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 07
MED035,Farmacología Médica,6,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 07
MED036,Introducción a la Clínica,10,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 07
MED037,Apoyo al Diagnóstico,4,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 07
MED038,Psicopatología,3,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 08
MED039,Clínica Médica I,12,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 08
MED040,Clínica Quirúrgica I,8,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 08
MED041,Taller en Investigación I en Medicina,3,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 09
MED042,Clínica Médica II,10,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 09
MED043,Clínica Quirúrgica II,8,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 09
MED044,Medicina Legal,3,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 09
MED045,Obstetricia,6,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 10
MED046,Pediatría I,5,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 10
MED047,Infectología,5,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 10
MED048,Bioética y Problemas Éticos,4,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 10
MED049,Taller en Investigación II en Medicina,3,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 10
MED050,Taller en Investigación III en Medicina,2,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 11
MED051,Pediatría II,6,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 11
MED052,Ginecología,4,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 11
MED053,Gestión en Servicios de Salud,4,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 11
MED054,Psiquiatría,5,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 11
MED055,Terapéutica Médica,3,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 11
MED056,Atención Primaria de la Salud – Externado,12,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 12
MED057,Electivo de Especialidad I,6,Ninguno,Obligatorio,Pendiente,0,0,Salud,Ciclo 12
